,0,1
Customer 712,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",1
Customer 713,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",3
Customer 714,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",2
Customer 715,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",4
Customer 716,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",1
Customer 717,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",3
Customer 718,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 719,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 720,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",4
Customer 721,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",3
Customer 722,"['N3', 'N6', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",3
Customer 723,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",5
Customer 724,"['N3', 'N6', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",4
Customer 725,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",1
Customer 726,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",5
Customer 727,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",1
Customer 728,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 729,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",5
Customer 730,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",1
Customer 731,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",4
Customer 732,"['N2', 'N4', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 733,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",2
Customer 734,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",1
Customer 735,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",4
Customer 736,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",3
Customer 737,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",3
Customer 738,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",1
Customer 739,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",3
Customer 740,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",3
Customer 741,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",3
Customer 742,"['N2', 'N4', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",4
Customer 743,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",3
Customer 744,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",4
Customer 745,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 746,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",2
Customer 747,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",2
Customer 748,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",3
Customer 749,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",0
Customer 750,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",5
Customer 751,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",5
Customer 752,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",4
Customer 753,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",3
Customer 754,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 755,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",4
Customer 756,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",2
Customer 757,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 758,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",1
Customer 759,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",1
Customer 760,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",1
Customer 761,"['N2', 'N4', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",3
Customer 762,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",4
Customer 763,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",1
Customer 764,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",2
Customer 765,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 766,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",3
Customer 767,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
Customer 768,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 769,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",2
Customer 770,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",6
Customer 771,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 772,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",3
Customer 773,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",6
Customer 774,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",6
Customer 775,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",1
Customer 776,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",3
Customer 777,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",3
Customer 778,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",2
Customer 779,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",5
Customer 780,"['N3', 'N6', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",3
Customer 781,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",2
Customer 782,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",1
Customer 783,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",3
Customer 784,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",1
Customer 785,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",1
Customer 786,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 787,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",1
Customer 788,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",2
Customer 789,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",3
Customer 790,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",2
Customer 791,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",3
Customer 792,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",2
Customer 793,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",2
Customer 794,"['N2', 'N4', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",3
Customer 795,"['N3', 'N6', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",4
Customer 796,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 797,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 798,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",5
Customer 799,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",3
Customer 800,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",1
Customer 801,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",3
Customer 802,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",2
Customer 803,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",1
Customer 804,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",1
Customer 805,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",3
Customer 806,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",4
Customer 807,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 808,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
Customer 809,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",5
Customer 810,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",6
Customer 811,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 812,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",2
Customer 813,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",1
Customer 814,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",4
Customer 815,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",4
Customer 816,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",3
Customer 817,"['N3', 'N6', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",6
Customer 818,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",2
Customer 819,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",4
Customer 820,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",5
Customer 821,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",6
Customer 822,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",2
Customer 823,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 824,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",3
Customer 825,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",3
Customer 826,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 827,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",3
Customer 828,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 829,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",3
Customer 830,"['N2', 'N4', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 831,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",1
Customer 832,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",4
Customer 833,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",3
Customer 834,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",2
Customer 835,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",3
Customer 836,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",3
Customer 837,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",5
Customer 838,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",2
Customer 839,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 840,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 841,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",3
Customer 842,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",7
Customer 843,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",2
Customer 844,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",1
Customer 845,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 846,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",5
Customer 847,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",2
Customer 848,"['N3', 'N6', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",5
Customer 849,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",3
Customer 850,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 851,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",4
Customer 852,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 853,"['N3', 'N6', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",5
Customer 854,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",6
Customer 855,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",4
Customer 856,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",2
Customer 857,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
Customer 858,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",2
Customer 859,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",2
Customer 860,"['N3', 'N6', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",4
Customer 861,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",5
Customer 862,"['N3', 'N6', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",4
Customer 863,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",2
Customer 864,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",2
Customer 865,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 866,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",3
Customer 867,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",4
Customer 868,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",2
Customer 869,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",3
Customer 870,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",1
Customer 871,"['N2', 'N4', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
Customer 872,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",1
Customer 873,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",4
Customer 874,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",2
Customer 875,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 876,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",3
Customer 877,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",2
Customer 878,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",4
Customer 879,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",3
Customer 880,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",1
Customer 881,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",1
Customer 882,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",2
Customer 883,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",3
Customer 884,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
Customer 885,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",0
Customer 886,"['N3', 'N6', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",7
Customer 887,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",2
Customer 888,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 889,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",4
Customer 890,"['N2', 'N4', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",3
Customer 891,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",1
Customer 892,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",3
Customer 893,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 894,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
Customer 895,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",2
Customer 896,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",1
Customer 897,"['N2', 'N4', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 898,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",5
Customer 899,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",3
Customer 900,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",1
Customer 901,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",2
Customer 902,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
Customer 903,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",2
Customer 904,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",3
Customer 905,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",1
Customer 906,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",1
Customer 907,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",5
Customer 908,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",2
Customer 909,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",4
Customer 910,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",3
Customer 911,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",3
Customer 912,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 913,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",1
Customer 914,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",1
Customer 915,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",4
Customer 916,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",5
Customer 917,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 918,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",4
Customer 919,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",5
Customer 920,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
Customer 921,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",4
Customer 922,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",1
Customer 923,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",1
Customer 924,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",3
Customer 925,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",2
Customer 926,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 927,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",2
Customer 928,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",5
Customer 929,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",4
Customer 930,"['N2', 'N4', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",3
Customer 931,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",4
Customer 932,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A8', 'SURVEY']",1
Customer 933,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",4
Customer 934,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",1
Customer 935,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 936,"['N3', 'N14', 'N7', 'N12', 'IVREND', 'CLE', 'A2', 'SURVEY']",4
Customer 937,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A4', 'SURVEY']",3
Customer 938,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",1
Customer 939,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",1
Customer 940,"['N2', 'N9', 'N12', 'IVREND', 'CLE', 'A6', 'SURVEY']",0
Customer 941,"['N3', 'N5', 'N9', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",3
Customer 942,"['N3', 'N5', 'N15', 'N16', 'N17', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",5
Customer 943,"['N3', 'N6', 'N15', 'N16', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A7', 'SURVEY']",6
Customer 944,"['N3', 'N6', 'N17', 'N7', 'N12', 'IVREND', 'CLE', 'A1', 'SURVEY']",5
Customer 945,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",2
Customer 946,"['N2', 'N8', 'N10', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",3
Customer 947,"['N3', 'N14', 'N7', 'N13', 'N12', 'IVREND', 'CLE', 'A5', 'SURVEY']",3
Customer 948,"['N2', 'N4', 'N11', 'N12', 'IVREND', 'CLE', 'A3', 'SURVEY']",3
